ola,columna,valor,total_apariciones
LAT2010,X_020,0.3595973629526741,31
LAT2010,X_020,0.8601936919129318,26
LAT2010,X_020,0.7910941986425487,24
LAT2010,X_020,1.1681914332628305,24
LAT2010,X_020,0.8515062625363831,24
LAT2010,X_020,1.4073568476562297,24
LAT2010,X_020,1.1315958519740357,23
LAT2010,X_020,0.8974564593981615,22
LAT2010,X_020,0.8468010656991121,22
LAT2010,X_020,0.9232932291829923,21
LAT2010,X_020,0.9962204118695838,21
LAT2010,X_020,1.8503864304995223,20
LAT2010,X_020,1.4362894672105835,20
LAT2010,X_020,0.4178969354224764,19
LAT2010,X_020,0.9192932585161104,19
LAT2010,X_020,1.3826898602743674,19
LAT2010,X_020,0.7073265234651966,19
LAT2010,X_020,3.992608374968409,18
LAT2010,X_020,1.1992875870365438,18
LAT2010,X_020,0.6372031227468842,18
LAT2010,X_020,1.6689877607564325,17
LAT2010,X_020,0.7138192757136839,17
LAT2010,X_020,1.1090972111605562,17
LAT2010,X_020,0.7454962873633153,17
LAT2010,X_020,0.8180940006440008,16
LAT2010,X_020,0.6252954145002979,16
LAT2010,X_020,0.6673394185268383,16
LAT2010,X_020,1.0475493472856283,16
LAT2010,X_020,0.5824957283646627,15
LAT2010,X_020,1.0590116315044935,14
LAT2010,X_020,1.7206873816258796,13
LAT2010,X_020,2.375282581261087,13
LAT2010,X_020,1.1161595293973405,13
LAT2010,X_020,1.4915445253538586,13
LAT2010,X_020,0.8877714105368733,13
LAT2010,X_020,1.425284999647293,13
LAT2010,X_020,1.0852324251165069,13
LAT2010,X_020,1.2761413724203292,13
LAT2010,X_020,0.9998115141211241,12
LAT2010,X_020,0.8917779493348693,12
LAT2010,X_020,1.302828871799424,12
LAT2010,X_020,0.7924845045882495,11
LAT2010,X_020,1.2352469996943198,11
LAT2010,X_020,0.6944173708747181,11
LAT2010,X_020,0.8034444490475018,11
LAT2010,X_020,1.721012913869836,11
LAT2010,X_020,1.1768135982623837,11
LAT2010,X_020,1.3901642446616835,11
LAT2010,X_020,0.9271678604095243,11
LAT2010,X_020,2.4719818721329543,10
LAT2010,X_020,1.9862854339068314,10
LAT2010,X_020,1.3574900450730119,10
LAT2010,X_020,0.7565197373757087,10
LAT2010,X_020,1.1655255971350835,10
LAT2010,X_020,1.0119667010793818,10
LAT2010,X_020,0.8299647782698161,10
LAT2010,X_020,1.4635938025403181,10
LAT2010,X_020,0.7936293822691954,10
LAT2010,X_020,1.2389914791343217,10
LAT2010,X_020,1.740994203807596,10
LAT2010,X_020,1.6893876111575297,9
LAT2010,X_020,1.2093911311317134,9
LAT2010,X_020,1.4868890961466386,9
LAT2010,X_020,2.1763407377036157,9
LAT2010,X_020,2.310959752406932,9
LAT2010,X_020,1.5362669636283677,9
LAT2010,X_020,0.8636414143151132,9
LAT2010,X_020,1.0531598152602526,9
LAT2010,X_020,1.4495550044525214,9
LAT2010,X_020,1.1165601832431835,9
LAT2010,X_020,0.7285349864026973,9
LAT2010,X_020,0.576836420805148,9
LAT2010,X_020,0.6284234177877223,9
LAT2010,X_020,0.6911949312371757,8
LAT2010,X_020,0.2842979151486242,8
LAT2010,X_020,4.009848138520772,8
LAT2010,X_020,1.090765012993876,8
LAT2010,X_020,0.8237846604923424,8
LAT2010,X_020,1.03552668392096,8
LAT2010,X_020,0.811081676328779,8
LAT2010,X_020,0.8121061706940356,8
LAT2010,X_020,1.3496950188726422,8
LAT2010,X_020,0.7705259491409143,8
LAT2010,X_020,0.9060732240069241,8
LAT2010,X_020,1.0260910628091424,8
LAT2010,X_020,1.3998594760244747,8
LAT2010,X_020,0.9615564904188976,8
LAT2010,X_020,1.4418328317944886,8
LAT2010,X_020,0.26479805814757534,7
LAT2010,X_020,1.6066882176197483,7
LAT2010,X_020,0.877037807602135,7
LAT2010,X_020,1.029198648868075,7
LAT2010,X_020,0.601237283166596,7
LAT2010,X_020,0.8148946529554887,7
LAT2010,X_020,1.0856280442610224,7
LAT2010,X_020,0.9185169997726967,7
LAT2010,X_020,0.9870306114053915,7
LAT2010,X_020,1.1177720103053983,7
LAT2010,X_020,0.5766035583668051,7
LAT2010,X_020,0.9582970536067011,7
LAT2010,X_020,0.6845728731916941,7
LAT2010,X_020,0.7815652546872159,7
LAT2010,X_020,0.8830420114509698,7
LAT2010,X_020,1.1351916752610558,6
LAT2010,X_020,1.7821547280092667,6
LAT2010,X_020,0.5039559020421582,6
LAT2010,X_020,0.6552221709909184,6
LAT2010,X_020,0.6331713234244906,6
LAT2010,X_020,1.1500390992433827,6
LAT2010,X_020,1.4302945690098912,6
LAT2010,X_020,1.0391663368684116,6
LAT2010,X_020,1.9558273401110977,6
LAT2010,X_020,0.8355495042140009,6
LAT2010,X_020,1.010010047629939,6
LAT2010,X_020,1.0444200368606233,6
LAT2010,X_020,1.7931961357597106,6
LAT2010,X_020,0.9939143232951806,6
LAT2010,X_020,0.7437705844465053,6
LAT2010,X_020,0.8105534881229053,6
LAT2010,X_020,1.2361234149391114,6
LAT2010,X_020,1.2573121077779887,5
LAT2010,X_020,0.8275349097536633,5
LAT2010,X_020,0.9538898380930118,5
LAT2010,X_020,1.2219166287080476,5
LAT2010,X_020,0.9992375326454758,5
LAT2010,X_020,1.2219364978898042,5
LAT2010,X_020,0.8729073892796636,5
LAT2010,X_020,1.7726157272635026,5
LAT2010,X_020,0.9144051976018271,5
LAT2010,X_020,1.3837933696575568,5
LAT2010,X_020,0.982507226003519,5
LAT2010,X_020,0.7874701875289849,5
LAT2010,X_020,1.1423523575698191,5
LAT2010,X_020,1.619750408201317,5
LAT2010,X_020,1.388657104889827,5
LAT2010,X_020,0.8513978900906566,5
LAT2010,X_020,0.6582985166318657,5
LAT2010,X_020,0.2701812402272649,5
LAT2010,X_020,1.0080789885465122,5
LAT2010,X_020,1.0982323940262788,5
LAT2010,X_020,1.195880233069625,5
LAT2010,X_020,1.2731873122513178,5
LAT2010,X_020,0.9250216172850416,5
LAT2010,X_020,1.9994853371075416,4
LAT2010,X_020,0.7274298064504082,4
LAT2010,X_020,1.1863452779612136,4
LAT2010,X_020,0.7477540732008211,4
LAT2010,X_020,0.7352343724002507,4
LAT2010,X_020,1.1664822127388992,4
LAT2010,X_020,0.37529346355261073,4
LAT2010,X_020,1.4507447397438331,4
LAT2010,X_020,0.7174069128845341,4
LAT2010,X_020,0.6842988309379684,4
LAT2010,X_020,0.8796964257080552,4
LAT2010,X_020,1.6424879550883407,3
LAT2010,X_020,1.3410901653387965,3
LAT2010,X_020,0.8903212108787518,3
LAT2010,X_020,0.5848954037154237,3
LAT2010,X_020,1.2950113263906997,3
LAT2010,X_020,0.9408776383595545,3
LAT2010,X_020,0.3252543350789299,3
LAT2010,X_020,1.0109512510403724,3
LAT2010,X_020,0.9824912500385793,3
LAT2010,X_020,0.30689591086435025,3
LAT2010,X_020,1.2878763800738537,3
LAT2010,X_020,1.1821551846946612,3
LAT2010,X_020,0.5625403175357839,3
LAT2010,X_020,1.0802094969124867,3
LAT2010,X_020,1.5725976740958982,3
LAT2010,X_020,2.0144708241016076,3
LAT2010,X_020,0.6283765925565552,3
LAT2010,X_020,0.2943218579536639,3
LAT2010,X_020,0.3987815775406346,3
LAT2010,X_020,1.075735904296828,3
LAT2010,X_020,0.529309870500761,3
LAT2010,X_020,0.33602228028564696,3
LAT2010,X_020,0.3796506926277427,3
LAT2010,X_020,1.1800252949041339,3
LAT2010,X_020,1.02371582852559,3
LAT2010,X_020,3.1275770644348824,2
LAT2010,X_020,0.46809656729184307,2
LAT2010,X_020,1.2981904799364894,2
LAT2010,X_020,0.21279843947811192,2
LAT2010,X_020,2.513081570735165,2
LAT2010,X_020,1.4180889389769809,2
LAT2010,X_020,1.024534493402033,2
LAT2010,X_020,0.4158183708344307,2
LAT2010,X_020,0.4667495244790901,2
LAT2010,X_020,0.8012508125477509,2
LAT2010,X_020,0.9505207621065488,2
LAT2010,X_020,1.2014579897745503,2
LAT2010,X_020,0.6521563184733824,2
LAT2010,X_020,0.6125578244686647,2
LAT2010,X_020,0.6996269618571042,2
LAT2010,X_020,1.3434480426302933,2
LAT2010,X_020,1.2337507714469378,2
LAT2010,X_020,1.6486838667196424,2
LAT2010,X_020,0.9270987750632985,2
LAT2010,X_020,0.8510570658982946,2
LAT2010,X_020,0.8397737811829958,2
LAT2010,X_020,1.4675881643555198,2
LAT2010,X_020,0.4721685759584631,2
LAT2010,X_020,1.1540915366620723,1
LAT2010,X_020,2.9202785846237327,1
LAT2010,X_020,3.6342733486621346,1
LAT2010,X_020,1.9085860037026525,1
LAT2010,X_020,6.991640097194904,1
LAT2010,X_020,2.3305466990649677,1
LAT2010,X_020,5.802115528101896,1
LAT2010,X_020,7.424112680526548,1
LAT2010,X_020,5.464128215785281,1
LAT2010,X_020,0.46018367577647645,1
LAT2010,X_020,0.6863712761470223,1
LAT2010,X_020,0.9667063975896323,1
LAT2010,X_020,0.5518819838021741,1
LAT2010,X_020,0.7772875453805287,1
LAT2010,X_020,0.33434188663270625,1
LAT2010,X_020,1.25857501499293,1
LAT2010,X_020,0.6795063537944905,1
LAT2010,X_020,0.674879311979335,1
LAT2010,X_020,0.9965093242097461,1
LAT2010,X_020,0.408856293626422,1
LAT2010,X_020,0.5627443033245946,1
LAT2010,X_020,1.4942438381431165,1
LAT2010,X_020,0.5409093432579958,1
LAT2010,X_020,0.4738177066579394,1
LAT2010,X_020,0.5163616347529958,1
LAT2010,X_020,0.3521000788915035,1
LAT2010,X_020,0.751732981542843,1
LAT2010,X_020,0.9538616375732404,1
LAT2010,X_020,0.9920065814609511,1
LAT2010,X_020,0.6209076660022214,1
LAT2010,X_020,1.1324727230445766,1
LAT2010,X_020,0.7722179733922575,1
LAT2010,X_020,1.698117967552847,1
LAT2010,X_020,1.3256366556239347,1
LAT2010,X_020,0.4646405095549014,1
LAT2010,X_020,1.1718526043991224,1
LAT2010,X_020,0.42848157748701465,1
LAT2010,X_020,0.3206433249251298,1
LAT2010,X_020,0.44132915969136377,1
LAT2010,X_020,0.9148073320362636,1
LAT2010,X_020,0.7454407387713909,1
LAT2010,X_020,0.5328991628229577,1
LAT2010,X_020,0.3660457763992395,1
LAT2010,X_020,0.7171173037041962,1
LAT2010,X_020,0.529270430441172,1
LAT2010,X_020,0.78150701851605,1
LAT2010,X_020,0.6042590861620853,1
LAT2010,X_020,0.4858590602357737,1
LAT2010,X_020,0.8649535397856447,1
LAT2010,X_020,1.215407147417854,1
LAT2010,X_020,0.5692778725935584,1
LAT2010,X_020,0.8490870069108966,1
LAT2010,X_020,0.682714790200897,1
LAT2011,X_020,1.0,9204
LAT2011,X_020,0.7492195629552549,959
LAT2011,X_020,0.7629256224875667,597
LAT2011,X_020,1.0565288255887413,561
LAT2011,X_020,1.0084341624096318,540
LAT2011,X_020,1.0594692257711478,520
LAT2011,X_020,1.03961429,400
LAT2011,X_020,1.73306878,380
LAT2011,X_020,1.2184358271985922,335
LAT2011,X_020,0.99681785,320
LAT2011,X_020,0.47715261,300
LAT2011,X_020,0.8917517699007872,280
LAT2011,X_020,0.94704489,280
LAT2011,X_020,1.2440332185262992,261
LAT2011,X_020,1.0662604992723095,260
LAT2011,X_020,1.9979188345473464,241
LAT2011,X_020,0.9400956897565622,240
LAT2011,X_020,0.8910891124399493,200
LAT2011,X_020,0.9969275351339397,200
LAT2011,X_020,0.9128862477546273,199
LAT2011,X_020,0.70086151,180
LAT2011,X_020,0.5856595486042505,142
LAT2011,X_020,0.51523575,140
LAT2011,X_020,0.4415050037233768,130
LAT2011,X_020,0.7685496145186963,121
LAT2011,X_020,0.693090009649624,113
LAT2011,X_020,0.9218668194418527,95
LAT2011,X_020,0.6114069292785337,92
LAT2011,X_020,0.3430038873773913,73
LAT2011,X_020,0.42609245095476755,71
LAT2011,X_020,0.7313082881606012,68
LAT2011,X_020,0.9413106681875756,66
LAT2011,X_020,0.697585800816639,66
LAT2011,X_020,1.4882447717859517,64
LAT2011,X_020,0.7345412329650204,61
LAT2011,X_020,0.07150674806593951,57
LAT2011,X_020,0.9149727531334675,52
LAT2011,X_020,2.1414242694750603,48
LAT2011,X_020,0.8531096685762464,48
LAT2011,X_020,1.0185112278868191,48
LAT2011,X_020,1.0608120225362585,44
LAT2011,X_020,0.4216497255155238,44
LAT2011,X_020,1.3036147743007793,43
LAT2011,X_020,0.6948848478586432,41
LAT2011,X_020,1.663718855480367,40
LAT2011,X_020,1.3290150621707084,39
LAT2011,X_020,1.6094615387328557,37
LAT2011,X_020,1.3613611152304268,36
LAT2011,X_020,1.461216560454356,35
LAT2011,X_020,0.33160375817592697,35
LAT2011,X_020,1.0975124384743058,33
LAT2011,X_020,1.160115517694888,33
LAT2011,X_020,3.70803161306591,31
LAT2011,X_020,0.6160069814124578,30
LAT2011,X_020,1.0846871629081973,29
LAT2011,X_020,0.9648109345239274,25
LAT2011,X_020,1.7106193870197244,23
LAT2011,X_020,0.7070080127574799,23
LAT2011,X_020,0.998211313061551,22
LAT2011,X_020,0.9791110965924309,22
LAT2011,X_020,0.92622330267913,22
LAT2011,X_020,0.666846255285017,22
LAT2011,X_020,0.4592052043256504,21
LAT2011,X_020,1.2848145612316977,21
LAT2011,X_020,0.7967090293690018,21
LAT2011,X_020,1.9358039483687817,21
LAT2011,X_020,0.9010244947604207,21
LAT2011,X_020,1.337714696914793,20
LAT2011,X_020,0.8739442137505048,20
LAT2011,X_020,1.0456170121719794,20
LAT2011,X_020,0.5870698888961383,18
LAT2011,X_020,0.24900282203198376,17
LAT2011,X_020,1.4127160107814598,17
LAT2011,X_020,1.2587530716608624,17
LAT2011,X_020,1.4741081272220977,16
LAT2011,X_020,0.769392237568527,16
LAT2011,X_020,2.5485288833273523,15
LAT2011,X_020,1.8808213159749199,15
LAT2011,X_020,0.7631282993086329,15
LAT2011,X_020,1.0234638526271957,15
LAT2011,X_020,0.549306225470557,14
LAT2011,X_020,1.3990761889609686,14
LAT2011,X_020,0.7067368045137324,14
LAT2011,X_020,0.9604672231461144,14
LAT2011,X_020,0.9815307796225277,14
LAT2011,X_020,1.2622096805770993,13
LAT2011,X_020,1.715364219309557,13
LAT2011,X_020,0.8065622493419895,13
LAT2011,X_020,0.6395244181395469,13
LAT2011,X_020,0.5013038136626992,13
LAT2011,X_020,0.819123865879164,13
LAT2011,X_020,0.47860542419480895,12
LAT2011,X_020,0.5309060169348602,12
LAT2011,X_020,5.988912563601247,12
LAT2011,X_020,1.3909046171716146,12
LAT2011,X_020,1.2624452598396345,12
LAT2011,X_020,1.0961316843446385,12
LAT2011,X_020,0.8381372173205527,12
LAT2011,X_020,1.139042597744942,12
LAT2011,X_020,1.2245074671958096,12
LAT2011,X_020,0.25760291949975506,11
LAT2011,X_020,1.8907852521741155,11
LAT2011,X_020,0.667882322892529,11
LAT2011,X_020,0.822403054799371,11
LAT2011,X_020,0.8564318251428861,11
LAT2011,X_020,1.7156843754959563,11
LAT2011,X_020,0.9947109284751028,11
LAT2011,X_020,0.926727389651865,11
LAT2011,X_020,0.7246082122264074,10
LAT2011,X_020,0.7738588607567091,10
LAT2011,X_020,1.0780124057937688,10
LAT2011,X_020,1.5504414472006327,10
LAT2011,X_020,1.422324826796631,10
LAT2011,X_020,1.1429072746163862,10
LAT2011,X_020,1.3339168645463795,10
LAT2011,X_020,1.0735136581430949,10
LAT2011,X_020,1.1132031328338508,10
LAT2011,X_020,1.4589231460155128,10
LAT2011,X_020,0.603488378572254,9
LAT2011,X_020,0.7200548286799985,9
LAT2011,X_020,1.117659605818205,9
LAT2011,X_020,0.8225565483972539,9
LAT2011,X_020,0.5255222392538016,9
LAT2011,X_020,1.5532302398197286,9
LAT2011,X_020,1.2145348849026583,9
LAT2011,X_020,0.6812803278194264,9
LAT2011,X_020,1.708524503297743,9
LAT2011,X_020,2.3689268478376158,8
LAT2011,X_020,5.346464185606766,8
LAT2011,X_020,0.8201508729505833,8
LAT2011,X_020,0.8106214531304419,8
LAT2011,X_020,0.8936888842223331,8
LAT2011,X_020,0.6301848483727683,8
LAT2011,X_020,1.2070644370052688,8
LAT2011,X_020,1.4650370198594733,8
LAT2011,X_020,1.6450827991565597,8
LAT2011,X_020,0.6339129970694948,8
LAT2011,X_020,0.724017067176233,8
LAT2011,X_020,0.9505733242769018,8
LAT2011,X_020,0.7740906470217009,8
LAT2011,X_020,1.257176839349957,8
LAT2011,X_020,1.6663901754333736,7
LAT2011,X_020,2.9655336093809153,7
LAT2011,X_020,1.7792201644952028,7
LAT2011,X_020,3.5106397872509327,7
LAT2011,X_020,1.1016482106752068,7
LAT2011,X_020,0.8715989665756149,7
LAT2011,X_020,0.906255294741112,7
LAT2011,X_020,0.5694255100182979,7
LAT2011,X_020,1.0401462598975646,7
LAT2011,X_020,1.5569388445697225,7
LAT2011,X_020,0.9359958737991061,7
LAT2011,X_020,0.6481120520690475,7
LAT2011,X_020,0.7887077882321744,7
LAT2011,X_020,1.210494780683986,7
LAT2011,X_020,0.9839513912107826,7
LAT2011,X_020,2.1070760457537383,7
LAT2011,X_020,0.8844828777830163,7
LAT2011,X_020,2.6367298829386807,6
LAT2011,X_020,0.5039559020967461,6
LAT2011,X_020,0.978566642345836,6
LAT2011,X_020,1.039467563084752,6
LAT2011,X_020,1.187704909104184,6
LAT2011,X_020,0.764867312727068,6
LAT2011,X_020,0.7773346099217393,6
LAT2011,X_020,1.259438134348748,6
LAT2011,X_020,0.5460951682372723,6
LAT2011,X_020,0.8614984420267844,6
LAT2011,X_020,1.2078136885551405,5
LAT2011,X_020,1.6084182287399305,5
LAT2011,X_020,1.1604231057460748,5
LAT2011,X_020,1.037104214553382,5
LAT2011,X_020,1.2145382488975704,5
LAT2011,X_020,0.880795196970942,5
LAT2011,X_020,0.4966304452277779,5
LAT2011,X_020,0.6043650920761318,5
LAT2011,X_020,0.5547943712454456,5
LAT2011,X_020,0.9151136441644785,5
LAT2011,X_020,1.3728826544335793,5
LAT2011,X_020,1.2768350755243583,5
LAT2011,X_020,0.6994566159737166,5
LAT2011,X_020,0.6407072613489638,4
LAT2011,X_020,0.7090444695652932,4
LAT2011,X_020,0.9076633280734971,4
LAT2011,X_020,1.1459857163304528,4
LAT2011,X_020,1.1178682062035086,4
LAT2011,X_020,2.1159061182346424,4
LAT2011,X_020,0.7141935761855717,4
LAT2011,X_020,0.4487477686819326,4
LAT2011,X_020,2.38387033392504,4
LAT2011,X_020,1.9329634003496792,4
LAT2011,X_020,0.8757784195414574,4
LAT2011,X_020,1.6505733688500388,4
LAT2011,X_020,1.0718671709170187,4
LAT2011,X_020,0.8086969010667425,4
LAT2011,X_020,0.6905529448363297,4
LAT2011,X_020,0.6733644595650431,4
LAT2011,X_020,0.3300175374380567,4
LAT2011,X_020,0.7539748966856772,4
LAT2011,X_020,0.7423666499569206,4
LAT2011,X_020,0.7978378688919905,4
LAT2011,X_020,1.4076771711069958,4
LAT2011,X_020,0.3474039372446231,3
LAT2011,X_020,3.3939384646359425,3
LAT2011,X_020,2.6046295191345576,3
LAT2011,X_020,1.9563221716512844,3
LAT2011,X_020,4.518751212513755,3
LAT2011,X_020,1.9142216945125434,3
LAT2011,X_020,0.8903212109751902,3
LAT2011,X_020,0.32807664892845834,3
LAT2011,X_020,0.7023878118499822,3
LAT2011,X_020,1.0144362554124218,3
LAT2011,X_020,0.5499715296116674,3
LAT2011,X_020,1.3786359604762608,3
LAT2011,X_020,0.4623948385702924,3
LAT2011,X_020,0.6098557773222286,3
LAT2011,X_020,0.6887301481460201,3
LAT2011,X_020,0.7711800569755892,3
LAT2011,X_020,1.0006722336674554,3
LAT2011,X_020,0.7913401512240532,3
LAT2011,X_020,1.1718732653326207,3
LAT2011,X_020,0.9968787905580786,3
LAT2011,X_020,0.9384730852083893,3
LAT2011,X_020,0.7421525332492734,3
LAT2011,X_020,0.5962497895796153,3
LAT2011,X_020,0.43873612844295634,3
LAT2011,X_020,1.010202822943303,3
LAT2011,X_020,1.0520022297690665,3
LAT2011,X_020,1.0358055347649728,3
LAT2011,X_020,1.249614162293843,2
LAT2011,X_020,2.2273252430194277,2
LAT2011,X_020,1.4978564521399669,2
LAT2011,X_020,1.8179768084832115,2
LAT2011,X_020,0.34770209873964397,2
LAT2011,X_020,0.5281670467267958,2
LAT2011,X_020,1.1845176786850575,2
LAT2011,X_020,0.6772736039030414,2
LAT2011,X_020,0.8432461448552272,2
LAT2011,X_020,1.4135762896868054,2
LAT2011,X_020,0.8881894587271048,2
LAT2011,X_020,0.9545568688521847,2
LAT2011,X_020,1.7433245663702657,2
LAT2011,X_020,0.6678220786972648,2
LAT2011,X_020,0.9031181850776802,2
LAT2011,X_020,0.6749291413879858,2
LAT2011,X_020,0.8191743105020736,2
LAT2011,X_020,0.5674543764089837,2
LAT2011,X_020,1.3518289088721276,2
LAT2011,X_020,1.592595509169238,2
LAT2011,X_020,1.7541138953754543,2
LAT2011,X_020,1.1901976256734337,2
LAT2011,X_020,0.8691244577919656,2
LAT2011,X_020,0.8213423413716225,2
LAT2011,X_020,1.0990327119992884,2
LAT2011,X_020,0.44849939291153684,2
LAT2011,X_020,0.38647892506937176,2
LAT2011,X_020,1.5101512135148096,2
LAT2011,X_020,1.7360493464793072,2
LAT2011,X_020,0.46046517831543404,2
LAT2011,X_020,1.202027131060541,2
LAT2011,X_020,0.9395285121873003,2
LAT2011,X_020,0.831932350658337,2
LAT2011,X_020,0.18700211935735325,1
LAT2011,X_020,0.35950407437951065,1
LAT2011,X_020,4.6999532661370305,1
LAT2011,X_020,0.3988045197845587,1
LAT2011,X_020,7.424112681330718,1
LAT2011,X_020,2.3305466993174098,1
LAT2011,X_020,5.464128216377148,1
LAT2011,X_020,6.991640097952229,1
LAT2011,X_020,0.4725330096376103,1
LAT2011,X_020,0.5737896595703517,1
LAT2011,X_020,0.7797898135171772,1
LAT2011,X_020,1.4133125085388567,1
LAT2011,X_020,0.7357759122381002,1
LAT2011,X_020,0.4983555618233927,1
LAT2011,X_020,0.37486330534299417,1
LAT2011,X_020,0.44586169273044646,1
LAT2011,X_020,1.2827836323565782,1
LAT2011,X_020,0.6284023752014377,1
LAT2011,X_020,1.0564108299985835,1
LAT2011,X_020,0.5415041320396949,1
LAT2011,X_020,0.40147929526758586,1
LAT2011,X_020,1.1137906951809997,1
LAT2011,X_020,0.6645378882678883,1
LAT2011,X_020,0.29541892464213126,1
LAT2011,X_020,1.359930423053725,1
LAT2011,X_020,1.0225200863213937,1
LAT2011,X_020,1.4452389071831009,1
LAT2011,X_020,0.9412184503561674,1
LAT2011,X_020,1.0629488919460617,1
LAT2011,X_020,1.4445654507778518,1
LAT2011,X_020,1.9641040216095114,1
LAT2011,X_020,0.42101070818488934,1
LAT2011,X_020,0.3595045114692597,1
LAT2011,X_020,0.9973435354447845,1
LAT2011,X_020,0.5192208695338817,1
LAT2011,X_020,0.31463478477729306,1
LAT2011,X_020,0.6477533308865259,1
LAT2011,X_020,1.0088887833300193,1
LAT2011,X_020,0.5252313698609166,1
LAT2011,X_020,0.47663377588703726,1
LAT2011,X_020,1.1112086047829937,1
LAT2011,X_020,0.547676395424451,1
LAT2011,X_020,0.6121574967961466,1
LAT2011,X_020,1.2774303360295873,1
LAT2011,X_020,0.40299455960819686,1
LAT2013,X_020,1.0,13063
LAT2013,X_020,0.75,960
LAT2013,X_020,0.7688082918383844,595
LAT2013,X_020,1.05668061,560
LAT2013,X_020,1.01851852,540
LAT2013,X_020,1.0377358,530
LAT2013,X_020,1.03961429,400
LAT2013,X_020,1.73306878,380
LAT2013,X_020,1.2396908737055872,328
LAT2013,X_020,0.99681785,320
LAT2013,X_020,0.47715261,300
LAT2013,X_020,0.94704489,280
LAT2013,X_020,1.1891307940191433,272
LAT2013,X_020,0.9259259,270
LAT2013,X_020,1.07692308,260
LAT2013,X_020,0.940230747,240
LAT2013,X_020,2.0,240
LAT2013,X_020,0.85,200
LAT2013,X_020,0.913017396,200
LAT2013,X_020,0.70086151,180
LAT2013,X_020,0.38999499506423024,149
LAT2013,X_020,0.594118714332581,140
LAT2013,X_020,0.51523575,140
LAT2013,X_020,0.5250932613031469,107
LAT2013,X_020,0.753186345100403,104
LAT2013,X_020,0.2774964387957023,96
LAT2013,X_020,0.989457428455353,94
LAT2013,X_020,0.441251993179321,75
LAT2013,X_020,1.19987666606903,73
LAT2013,X_020,1.05784213542938,64
LAT2013,X_020,0.755333304405212,63
LAT2013,X_020,0.8202894729517642,62
LAT2013,X_020,1.1527852059231913,60
LAT2013,X_020,0.786210536956787,57
LAT2013,X_020,0.857827365398407,57
LAT2013,X_020,2.015274137315239,56
LAT2013,X_020,0.742157757282257,54
LAT2013,X_020,0.852737784385681,54
LAT2013,X_020,0.481089234352112,52
LAT2013,X_020,0.611100018024445,51
LAT2013,X_020,0.471187204122543,50
LAT2013,X_020,0.890460014343262,43
LAT2013,X_020,1.5691798621917694,41
LAT2013,X_020,0.25609671342551116,41
LAT2013,X_020,1.03793859481812,41
LAT2013,X_020,1.090686002862964,39
LAT2013,X_020,1.0771861761107404,38
LAT2013,X_020,1.5521800803556363,36
LAT2013,X_020,0.9232881511353943,34
LAT2013,X_020,1.4340815959528528,31
LAT2013,X_020,1.31155550479889,31
LAT2013,X_020,2.05671286582947,31
LAT2013,X_020,0.3448955738401359,30
LAT2013,X_020,1.2175843743338635,30
LAT2013,X_020,1.8536762111552911,24
LAT2013,X_020,0.85174435377121,23
LAT2013,X_020,0.7999897334650877,22
LAT2013,X_020,1.0306867728530822,22
LAT2013,X_020,0.7571902827247055,21
LAT2013,X_020,1.448381412438541,20
LAT2013,X_020,1.0194869165845712,18
LAT2013,X_020,0.716390806317986,17
LAT2013,X_020,2.205071701579831,16
LAT2013,X_020,0.163297904343561,16
LAT2013,X_020,0.4826938054294973,14
LAT2013,X_020,0.18229766051335683,14
LAT2013,X_020,1.7109780424484564,14
LAT2013,X_020,1.48584854602814,14
LAT2013,X_020,2.6049665695956916,13
LAT2013,X_020,0.569292694077093,12
LAT2013,X_020,2.713465177196894,12
LAT2013,X_020,2.7696644559728165,12
LAT2013,X_020,7.12949991226196,10
LAT2013,X_020,0.6064922166832196,9
LAT2013,X_020,1.8191766538996093,9
LAT2013,X_020,8.41166687011719,9
LAT2013,X_020,3.091760322409198,8
LAT2013,X_020,0.8437891713723012,7
LAT2013,X_020,5.68559980392456,7
LAT2013,X_020,1.3236830127346708,6
LAT2013,X_020,0.5387930854887365,6
LAT2013,X_020,4.707039592991892,6
LAT2013,X_020,0.9418879124384576,6
LAT2013,X_020,2.4993767615032,5
LAT2013,X_020,2.3038704336627696,4
LAT2013,X_020,3.5075549863776767,4
LAT2013,X_020,1.9501749727545175,3
LAT2013,X_020,2.969161895755673,3
LAT2013,X_020,0.707490920533187,3
LAT2013,X_020,12.4935998916626,3
LAT2013,X_020,0.10719862428432175,2
LAT2013,X_020,0.37389520167824536,2
LAT2013,X_020,0.3349957008885055,1
LAT2013,X_020,4.344744242448892,1
LAT2013,X_020,0.5254932561698794,1
LAT2013,X_020,1.782277127443532,1
LAT2013,X_020,5.8501249233968196,1
LAT2015,X_020,1.0,10650
LAT2015,X_020,0.710246810766737,592
LAT2015,X_020,1.05668061,560
LAT2015,X_020,1.0185185,540
LAT2015,X_020,1.0377358,530
LAT2015,X_020,0.442612764802258,487
LAT2015,X_020,1.736842105,380
LAT2015,X_020,0.880343791109265,371
LAT2015,X_020,1.0285714,350
LAT2015,X_020,0.9428571,350
LAT2015,X_020,1.433498140603851,335
LAT2015,X_020,1.0333333,300
LAT2015,X_020,0.46666667,300
LAT2015,X_020,1.0963809923948504,273
LAT2015,X_020,0.9259259,270
LAT2015,X_020,1.0769231,260
LAT2015,X_020,0.940230747,240
LAT2015,X_020,0.85,200
LAT2015,X_020,0.913017396,200
